i,promotion,gamma
1607,low,1.183035654
1608,low,1.066505165
1609,low,1.086806642
1610,low,1.059683452
1611,low,1.116460172
1612,low,1.025633106
1613,low,1.072090625
1614,low,1.177377521
1615,low,1.084400156
1616,low,1.162996118
1617,low,1.183590715
1618,low,1.105742739
1619,low,1.078437068
1620,low,1.16696161
1621,low,1.066578733
1622,low,1.011648251
1623,low,1.072645386
1624,low,1.15411423
1625,low,1.07773635
1626,low,1.136637119
1627,low,1.130076413
1628,low,1.009602891
1629,low,1.123527229
1630,low,1.089645875
1631,low,1.137718328
1632,low,1.090057945
1633,low,1.073465274
1634,low,1.104393849
1635,low,1.015492839
1636,low,1.010541526
1637,low,1.166360544
1638,low,1.160026892
1639,low,1.118628972
1640,low,1.038920354
1641,low,1.181899756
1642,low,1.178626545
1643,low,1.105882965
1644,low,1.069852125
1645,low,1.12239558
1646,low,1.178890704
1647,low,1.035170319
1648,low,1.111844328
1649,low,1.109986464
1650,low,1.112638165
1651,low,1.121627148
1652,low,1.015129303
1653,low,1.094002686
1654,low,1.154014991
1655,low,1.114344538
1656,low,1.111307325
1657,low,1.070340398
1658,low,1.184539385
1659,low,1.192364456
1660,low,1.161772744
1661,low,1.136359513
1662,low,1.033624441
1663,low,1.102138148
1664,low,1.147836375
1665,low,1.108781332
1666,low,1.057266396
1667,low,1.060513086
1668,low,1.179225696
1669,low,1.058458466
1670,low,1.104513788
1671,low,1.007213939
1672,low,1.109838637
1673,low,1.055280744
1674,low,1.12994951
1675,low,1.010582969
1676,low,1.15940727
1677,low,1.159906716
1678,low,1.011653458
1679,low,1.076917477
1680,low,1.103910618
1681,low,1.037086009
1682,low,1.065013379
1683,low,1.042536283
1684,low,1.021758375
1685,low,1.184302601
1686,low,1.040202471
1687,low,1.159518075
1688,low,1.096460484
1689,low,1.087969022
1690,low,1.11376665
1691,low,1.064358639
1692,low,1.052695136
1693,low,1.13430433
1694,low,1.038805155
1695,low,1.145588618
1696,low,1.181936749
1697,low,1.058322125
1698,low,1.067962924
1699,low,1.109043745
1700,low,1.118242232
1701,low,1.097386122
1702,low,1.007106449
1703,low,1.058825603
1704,low,1.036879741
1705,low,1.127608681
1706,low,1.070607647
1707,low,1.100793306
1708,low,1.077135471
1709,low,1.108690843
1710,low,1.156020323
1711,low,1.10866993
1712,low,1.077660496
1713,low,1.006124818
1714,low,1.067012911
1715,low,1.11306677
1716,low,1.144780221
1717,low,1.18602436
1718,low,1.005794252
1719,low,1.183244428
1720,low,1.073563778
1721,low,1.011912978
1722,low,1.168624757
1723,low,1.008653523
1724,low,1.001068318
1725,low,1.145840747
1726,low,1.001044013
1727,low,1.13349145
1728,low,1.045970921
1729,low,1.111930141
1730,low,1.141040941
1731,low,1.134991812
1732,low,1.06642411
1733,low,1.096922198
1734,low,1.069761101
1735,low,1.077548281
1736,low,1.154357208
1737,low,1.07516068
1738,low,1.187289299
1739,low,1.118544162
1740,low,1.037508103
1741,low,1.000222936
1742,low,1.034052411
1743,low,1.115977802
1744,low,1.024666975
1745,low,1.06738586
1746,low,1.141574726
1747,low,1.172938234
1748,low,1.10162982
1749,low,1.136557778
1750,low,1.106889051
1751,low,1.04516582
1752,low,1.006143859
1753,low,1.10488791
1754,low,1.023511789
1755,low,1.165844658
1756,low,1.126427181
1757,low,1.113924974
1758,low,1.138732531
1759,low,1.175808142
1760,low,1.178051007
1761,low,1.136091974
1762,low,1.106107218
1763,low,1.056782153
1764,low,1.115246992
1765,low,1.121173351
1766,low,1.035499954
1767,low,1.082893782
1768,low,1.152319865
1769,low,1.170260048
1770,low,1.189902874
1771,low,1.154914704
1772,low,1.04089036
1773,low,1.001751052
1774,low,1.154217021
1775,low,1.03422331
1776,low,1.125637128
1777,low,1.1074553
1778,low,1.183321364
1779,low,1.160071638
1780,low,1.106700951
1781,low,1.159436478
1782,low,1.037732253
1783,low,1.015855742
1784,low,1.078658706
1785,low,1.045386004
1786,low,1.196248823
1787,low,1.120987802
1788,low,1.189257135
1789,low,1.018451396
1790,low,1.083498925
1791,low,1.120222483
1792,low,1.00834515
1793,low,1.115569665
1794,low,1.025810377
1795,low,1.031603124
1796,low,1.068439766
1797,low,1.050299998
1798,low,1.120093975
1799,low,1.166674443
1800,low,1.147075153
1801,low,1.001020621
1802,low,1.145516733
1803,low,1.083679589
1804,low,1.131196735
1805,low,1.023589779
1806,low,1.009682513
1807,low,1.069332467
1808,low,1.026214559
1809,low,1.05967561
1810,low,1.021233215
1811,low,1.05269093
1812,low,1.085236293
1813,low,1.143182164
1814,low,1.021402307
1815,low,1.047080941
1816,low,1.17279516
1817,low,1.090916454
1818,low,1.028205214
1819,low,1.024693236
1820,low,1.194941658
1821,low,1.02193066
1822,low,1.01622039
1823,low,1.192375868
1824,low,1.189347335
1825,low,1.045919498
1826,low,1.179047792
1827,low,1.030626222
1828,low,1.116011228
1829,low,1.131541909
1830,low,1.069391385
1831,low,1.074917746
1832,low,1.096291682
1833,low,1.026453729
1834,low,1.186340091
1835,low,1.141060005
1836,low,1.009668516
1837,low,1.08583906
1838,low,1.102504751
1839,low,1.120911609
1840,low,1.002667898
1841,low,1.017499721
1842,low,1.066716446
1843,low,1.013846708
1844,low,1.088761027
1845,low,1.088984713
1846,low,1.032980557
1847,low,1.1000378
1848,low,1.063617506
1849,low,1.119349643
1850,low,1.184723898
1851,low,1.003520255
1852,low,1.164031361
1853,low,1.137915141
1854,low,1.070209667
1855,low,1.115121186
1856,low,1.1547349
1857,low,1.092375576
1858,low,1.101102429
1859,low,1.179208336
1860,low,1.048885919
1861,low,1.074656393
1862,low,1.133311918
1863,low,1.1265681
1864,low,1.131038623
1865,low,1.079044647
1866,low,1.180722763
1867,low,1.029289651
1868,low,1.171803358
1869,low,1.056647589
1870,low,1.120794573
1880,low,1.090474216
1881,low,1.021565004
1885,low,1.150243246
1887,low,1.112437002
1892,low,1.141713028
1893,low,1.10874544
1894,low,1.190419372
1900,low,1.174779536
1902,low,1.033506972
1903,low,1.190709668
1906,low,1.076912232
1907,low,1.082911081
1909,low,1.057014654
1910,low,1.08987117
1916,low,1.056529356
1920,low,1.02785603
2218,low,1.027593097
2227,low,1.082532029
2248,low,1.047759899
2251,low,1.058813246
2257,low,1.126807113
2267,low,1.037305649
2271,low,1.02746788
2274,low,1.097322673
2276,low,1.088156952
2282,low,1.017997436
2283,low,1.141751323
2285,low,1.051153765
2286,low,1.181009796
2289,low,1.18850464
2291,low,1.178134396
2294,low,1.016896792
2296,low,1.15846611
2303,low,1.022702519
2305,low,1.083787072
2311,low,1.028439053
2315,low,1.136132609
2317,low,1.125526976
2318,low,1.138390012
2326,low,1.02522912
2327,low,1.073882369
2328,low,1.030440951
2331,low,1.174345563
2332,low,1.035150349
2333,low,1.174806215
2335,low,1.12749963
2336,low,1.029435503
2337,low,1.022113518
2338,low,1.035781995
2340,low,1.075088624
2343,low,1.054192703
2345,low,1.160279748
2346,low,1.071625971
2348,low,1.125760608
2355,low,1.03927062
2360,low,1.1172967
2364,low,1.001369205
2366,low,1.05823684
2369,low,1.181555281
2381,low,1.070374161
2385,low,1.053673461
2386,low,1.068524666
2387,low,1.051036257
2389,low,1.069097877
2395,low,1.088715564
2399,low,1.019406611
2400,low,1.12810181
2401,low,1.099567006
2402,low,1.190709801
2403,low,1.15005468
2404,low,1.031482153
2405,low,1.009700524
2406,low,1.018318698
2407,low,1.143380845
2408,low,1.184303473
2409,low,1.076903294
2410,low,1.029806287
2411,low,1.153248656
2412,low,1.067415939
2413,low,1.146089258
2414,low,1.019266035
2415,low,1.010271376
2416,low,1.055298759
2417,low,1.128091438
2418,low,1.005155595
2419,low,1.041625343
2420,low,1.196918831
2421,low,1.094671996
2422,low,1.091240193
2423,low,1.111763135
2424,low,1.172478332
2425,low,1.080921534
2426,low,1.177491357
2427,low,1.004073275
2428,low,1.02758562
2429,low,1.064474481
2430,low,1.014484464
2431,low,1.053521788
2432,low,1.124157073
2433,low,1.125082364
2434,low,1.050285295
2435,low,1.096836176
2436,low,1.086908523
2437,low,1.167067333
2438,low,1.05080852
2439,low,1.016014515
2440,low,1.002990872
2441,low,1.132266568
2442,low,1.024282878
2443,low,1.172666116
2444,low,1.138903061
2445,low,1.086395741
2446,low,1.165022122
2447,low,1.101263065
2448,low,1.046565753
2449,low,1.064186911
2450,low,1.194980528
2451,low,1.153444412
2452,low,1.075143518
2453,low,1.059652299
2454,low,1.044695737
2455,low,1.031029846
2456,low,1.001755582
2457,low,1.079530993
2458,low,1.149467137
2459,low,1.195665853
2460,low,1.007141505
2461,low,1.097068995
2462,low,1.0192508
2463,low,1.107635633
2464,low,1.122333132
2465,low,1.029602574
2466,low,1.1975394
2467,low,1.1531183
2468,low,1.069137634
2469,low,1.106066858
2470,low,1.008579763
2471,low,1.171594045
2472,low,1.010452833
2473,low,1.151409827
2474,low,1.140385963
2475,low,1.12018131
2476,low,1.11494433
2477,low,1.128109115
2478,low,1.035577216
2479,low,1.155072722
2480,low,1.184881199
2481,low,1.121009348
2482,low,1.064828171
2483,low,1.046828086
2484,low,1.144344374
2485,low,1.090466834
2486,low,1.05496073
2487,low,1.03295464
2488,low,1.153209594
2489,low,1.11766391
2490,low,1.034337873
2491,low,1.067744269
2492,low,1.047254279
2493,low,1.083424769
2494,low,1.094088674
2495,low,1.050422808
2496,low,1.024433374
2497,low,1.013269769
2498,low,1.109517822
2499,low,1.162490935
2500,low,1.050072376
2501,low,1.176444969
2502,low,1.158998921
2503,low,1.018666239
2504,low,1.049557078
2505,low,1.087644792
2506,low,1.192037853
2507,low,1.073698724
2508,low,1.047464859
2509,low,1.123281131
2510,low,1.060665679
2511,low,1.089184693
2512,low,1.028956035
2513,low,1.055097441
2514,low,1.123594994
2515,low,1.05479225
2516,low,1.123134765
2517,low,1.071795346
2518,low,1.067860066
2519,low,1.043545241
2520,low,1.089113168
2521,low,1.076329315
2522,low,1.150550498
2523,low,1.129008702
2524,low,1.124583926
2525,low,1.172643386
2526,low,1.146985835
2527,low,1.138201759
2528,low,1.143744432
2529,low,1.058974442
2530,low,1.087083722
2531,low,1.065500829
2532,low,1.017108483
2533,low,1.087200808
2534,low,1.146094577
2535,low,1.124916271
2536,low,1.111222339
2537,low,1.145505602
2538,low,1.035990981
2539,low,1.023956805
2540,low,1.180004513
2541,low,1.020342151
2542,low,1.15142728
2543,low,1.084678052
2544,low,1.116690655
2545,low,1.18175516
2546,low,1.003597245
2547,low,1.033065798
2548,low,1.109350322
2549,low,1.054144603
2550,low,1.026264087
2551,low,1.117695072
2552,low,1.11176308
2553,low,1.163504817
2554,low,1.199105464
2555,low,1.149200527
2556,low,1.034346362
2557,low,1.04388343
2558,low,1.169575514
2559,low,1.099841204
2560,low,1.130120928
2561,low,1.159754984
2562,low,1.106680017
2563,low,1.10074403
2564,low,1.046886651
2565,low,1.154685093
2566,low,1.142602409
2567,low,1.1526959
2568,low,1.072234878
2569,low,1.10987315
2570,low,1.145556404
2571,low,1.078172877
2572,low,1.188424334
2573,low,1.155163252
2574,low,1.091739968
2575,low,1.11928408
2576,low,1.05339058
2577,low,1.017335202
2578,low,1.180451172
2579,low,1.041408168
2580,low,1.04557554
2581,low,1.180031426
2582,low,1.055224844
2583,low,1.067429229
2584,low,1.189693899
2585,low,1.115078415
2586,low,1.164477889
2587,low,1.133100893
2588,low,1.091399143
2589,low,1.137267296
2590,low,1.040099642
2591,low,1.020072261
2592,low,1.149044008
2593,low,1.004149865
2594,low,1.004918414
2595,low,1.062847249
2596,low,1.05333782
2597,low,1.187234485
2598,low,1.173501719
2599,low,1.140687486
2600,low,1.124817591
2601,low,1.108712789
2602,low,1.061878482
2603,low,1.073536757
2604,low,1.090351581
2605,low,1.14940707
2606,low,1.108186317
2607,low,1.119434865
2608,low,1.128147628
2609,low,1.182372492
2610,low,1.152904644
2611,low,1.170198756
2612,low,1.047790751
2613,low,1.028997692
2614,low,1.135928738
2615,low,1.150526167
2616,low,1.168451572
2617,low,1.175719484
2618,low,1.086475417
2619,low,1.107530847
2620,low,1.065388193
2621,low,1.178031016
2622,low,1.186823427
2623,low,1.186455754
2624,low,1.090755294
2625,low,1.020345321
2626,low,1.066099434
2627,low,1.170758594
2628,low,1.032717374
2629,low,1.108693771
2630,low,1.13603624
2631,low,1.039500381
2632,low,1.174098109
2633,low,1.003830318
2634,low,1.098085468
2635,low,1.069533621
2636,low,1.062673588
2637,low,1.003840504
2638,low,1.12179712
2639,low,1.163002868
2640,low,1.097128893
2641,low,1.042458374
2642,low,1.022775361
2643,low,1.035432267
2644,low,1.061726809
2645,low,1.002565993
2646,low,1.09000791
2647,low,1.183711383
2648,low,1.134574424
2649,low,1.196694681
2650,low,1.055001112
2651,low,1.154163043
2652,low,1.103804985
2653,low,1.066884926
2654,low,1.199032174
2655,low,1.113750892
2656,low,1.192700254
2657,low,1.127716416
2658,low,1.150249567
2659,low,1.198813162
2660,low,1.162425563
2661,low,1.041213276
2662,low,1.152420391
2663,low,1.078931544
2664,low,1.07283124
2665,low,1.016854304
2666,low,1.115084454
2667,low,1.033642352
2668,low,1.015262034
2669,low,1.058076911
2670,low,1.079827609
2671,low,1.09018451
2672,low,1.077169584
2673,low,1.083146217
2674,low,1.166047643
2675,low,1.169047553
2676,low,1.071681116
2677,low,1.061117756
2678,low,1.055823038
2679,low,1.135120872
2680,low,1.108906663
2681,low,1.115680508
2682,low,1.089617223
2683,low,1.144886972
2684,low,1.158463533
2685,low,1.034693949
2686,low,1.029998763
2687,low,1.024245466
2688,low,1.156572854
2689,low,1.076576808
2690,low,1.134333961
2691,low,1.189381809
2692,low,1.015413034
2693,low,1.146079077
2694,low,1.090023302
2695,low,1.028759927
2696,low,1.130236635
2697,low,1.186137326
2698,low,1.002927727
2699,low,1.089657158
2700,low,1.117659528
2701,low,1.080436154
2702,low,1.174790545
2703,low,1.16477305
2704,low,1.157297738
2705,low,1.04115403
2706,low,1.120025318
2707,low,1.044699088
2708,low,1.015068396
2709,low,1.010459841
2710,low,1.198675238
2711,low,1.022350811
2712,low,1.002174829
2713,low,1.123448631
2714,low,1.091827614
2715,low,1.131278036
2716,low,1.010599965
2717,low,1.092466024
2718,low,1.021775155
2719,low,1.186696598
2720,low,1.003149522
2721,low,1.120754434
2722,low,1.01346729
2723,low,1.036572129
2724,low,1.036218522
2725,low,1.163754675
2726,low,1.089429071
2727,low,1.039963054
2728,low,1.145910146
2729,low,1.009757991
2730,low,1.119921216
2731,low,1.017317963
2732,low,1.144296404
2733,low,1.146102125
2734,low,1.040634873
2735,low,1.178835827
2736,low,1.142574376
2737,low,1.073301481
2738,low,1.043633558
2739,low,1.040197183
2740,low,1.136088386
2741,low,1.038995218
2742,low,1.024606384
2743,low,1.011124753
2744,low,1.089578828
2745,low,1.151080876
2746,low,1.071669559
2747,low,1.154718424
2748,low,1.188137541
2749,low,1.008323288
2750,low,1.10568077
2751,low,1.10055128
2752,low,1.159586701
2753,low,1.087562385
2754,low,1.171179757
2755,low,1.198975777
2756,low,1.145713861
2757,low,1.012337693
2758,low,1.132817467
2759,low,1.171190779
2760,low,1.049248294
2761,low,1.115953513
2762,low,1.186466653
2763,low,1.048203979
2764,low,1.088910205
2765,low,1.087012526
2766,low,1.048687693
2767,low,1.078216593
2768,low,1.068884429
2769,low,1.032613188
2770,low,1.191578012
2771,low,1.100634398
2772,low,1.007796393
2773,low,1.11538864
2774,low,1.194339134
2775,low,1.141562662
2776,low,1.048772788
2777,low,1.140693919
2778,low,1.025045218
2779,low,1.16831607
2780,low,1.15544747
2781,low,1.135206295
2782,low,1.147423776
2783,low,1.143483596
2784,low,1.192993554
2785,low,1.094934579
2786,low,1.175063104
2787,low,1.035218558
2788,low,1.15646997
2789,low,1.173107753
2790,low,1.049674111
2791,low,1.116583044
2792,low,1.133131589
2793,low,1.062327163
2794,low,1.152025661
2795,low,1.152863901
2796,low,1.198991262
2797,low,1.026120798
2798,low,1.096127837
2799,low,1.089472274
2800,low,1.017495413
2801,low,1.168604327
2802,low,1.12488029
2803,low,1.044921729
2804,low,1.0439393
2805,low,1.023234883
2806,low,1.155434178
2807,low,1.013546579
2808,low,1.106840189
2809,low,1.176085372
2810,low,1.097461053
2811,low,1.151327942
2812,low,1.131890661
2813,low,1.136368392
2814,low,1.060921425
2815,low,1.035853206
2816,low,1.177796568
2817,low,1.088139935
2818,low,1.013450013
2819,low,1.004037552
2820,low,1.103858172
2821,low,1.018883932
2822,low,1.137688038
2823,low,1.079491528
2824,low,1.060312221
2825,low,1.004219489
2826,low,1.056516318
2827,low,1.075925349
2828,low,1.164142675
2829,low,1.09217428
2830,low,1.041640911
2831,low,1.144864648
2832,low,1.008602718
2833,low,1.079793205
2834,low,1.006539195
2835,low,1.139640647
2836,low,1.07542095
2837,low,1.006320179
2838,low,1.005443264
2839,low,1.117284781
2840,low,1.173126438
2841,low,1.085988529
2842,low,1.180810969
2843,low,1.017972074
2844,low,1.116726675
2845,low,1.038442352
2846,low,1.031125879
2847,low,1.163172822
2848,low,1.099690639
2849,low,1.192938342
2850,low,1.012956366
2851,low,1.061245113
2852,low,1.013666899
2853,low,1.179056592
2854,low,1.167384145
2855,low,1.189371514
2856,low,1.075523903
2857,low,1.09031475
2858,low,1.044467689
2859,low,1.036624898
2860,low,1.10090159
2861,low,1.024611007
2862,low,1.069322604
2863,low,1.193970139
2864,low,1.18690952
2865,low,1.148615327
2866,low,1.017239016
2867,low,1.166282604
2868,low,1.077912823
2869,low,1.124417453
2871,low,1.054305723
2872,low,1.089606039
2873,low,1.06587404
2879,low,1.004752599
2881,low,1.033533276
2882,low,1.163510304
2883,low,1.166972781
2884,low,1.011071625
2886,low,1.126952315
2888,low,1.162111075
2889,low,1.091215271
2893,low,1.169739346
2895,low,1.143309085
2896,low,1.084150495
2898,low,1.145881076
2899,low,1.170786044
2900,low,1.149499419
2901,low,1.107795441
2903,low,1.121065024
2904,low,1.188116002
2905,low,1.079768335
2908,low,1.087683111
2909,low,1.035176175
2910,low,1.187620433
2911,low,1.067158235
2913,low,1.06520592
2914,low,1.199448223
2915,low,1.036164997
2918,low,1.104208197
2922,low,1.054164657
2923,low,1.10231871
2925,low,1.002535615
2926,low,1.018275653
2927,low,1.137421706
2929,low,1.147804765
2930,low,1.193118556
2931,low,1.038337315
2932,low,1.124436927
2933,low,1.199496315
2934,low,1.14826614
2935,low,1.172112339
2936,low,1.081312991
2937,low,1.102039363
2938,low,1.040972699
2939,low,1.169989482
2940,low,1.071998971
2941,low,1.060126853
2942,low,1.088871895
2943,low,1.08486755
2944,low,1.129896419
2945,low,1.093041358
2946,low,1.187340053
2947,low,1.025257598
2948,low,1.086785956
2949,low,1.164165438
