i,revision,theta
1607,low,0.172839101
1608,low,0.191397388
1609,low,0.318963067
1610,low,0.304489801
1611,low,0.220936742
1612,low,0.165330146
1613,low,0.349987565
1614,low,0.341269857
1615,low,0.391158492
1616,low,0.121603583
1617,low,0.386280338
1618,low,0.393749742
1619,low,0.1694227
1620,low,0.1188183
1621,low,0.345318044
1622,low,0.38829026
1623,low,0.277165906
1624,low,0.30302516
1625,low,0.180687819
1626,low,0.176874491
1627,low,0.13722683
1628,low,0.102818796
1629,low,0.290068555
1630,low,0.117349317
1631,low,0.244046196
1632,low,0.340114676
1633,low,0.236612433
1634,low,0.129219667
1635,low,0.261437169
1636,low,0.260490127
1637,low,0.251236761
1638,low,0.35713159
1639,low,0.345201614
1640,low,0.373294485
1641,low,0.242833367
1642,low,0.170182175
1643,low,0.219389751
1644,low,0.299928191
1645,low,0.340793627
1646,low,0.315775626
1647,low,0.11659425
1648,low,0.349268455
1649,low,0.345413832
1650,low,0.397079971
1651,low,0.22786815
1652,low,0.38235838
1653,low,0.279942321
1654,low,0.249563301
1655,low,0.133497682
1656,low,0.37800387
1657,low,0.328176393
1658,low,0.380085289
1659,low,0.295889268
1660,low,0.111152203
1661,low,0.142084431
1662,low,0.287776433
1663,low,0.335458458
1664,low,0.238369593
1665,low,0.158940575
1666,low,0.331419089
1667,low,0.167643008
1668,low,0.2356686
1669,low,0.172891816
1670,low,0.115628344
1671,low,0.264742067
1672,low,0.290003164
1673,low,0.311351349
1674,low,0.199289609
1675,low,0.353614212
1676,low,0.118688345
1677,low,0.160509752
1678,low,0.303375307
1679,low,0.216834894
1680,low,0.286879544
1681,low,0.288399612
1682,low,0.347115823
1683,low,0.351164211
1684,low,0.176892756
1685,low,0.221275002
1686,low,0.100937192
1687,low,0.101253141
1688,low,0.321554401
1689,low,0.181834896
1690,low,0.109543571
1691,low,0.311431136
1692,low,0.247404685
1693,low,0.293423484
1694,low,0.250613551
1695,low,0.146404581
1696,low,0.172470267
1697,low,0.203412789
1698,low,0.370619179
1699,low,0.342264963
1700,low,0.360532518
1701,low,0.127905947
1702,low,0.227613119
1703,low,0.321810255
1704,low,0.326662756
1705,low,0.122097928
1706,low,0.149610267
1707,low,0.26334146
1708,low,0.259975594
1709,low,0.253043742
1710,low,0.117290485
1711,low,0.33304699
1712,low,0.160630837
1713,low,0.11149754
1714,low,0.108467248
1715,low,0.31342485
1716,low,0.225820492
1717,low,0.184302375
1718,low,0.139407499
1719,low,0.362813226
1720,low,0.128309035
1721,low,0.380237385
1722,low,0.344697509
1723,low,0.247139456
1724,low,0.14162416
1725,low,0.397373284
1726,low,0.354582224
1727,low,0.145108903
1728,low,0.341566502
1729,low,0.122856033
1730,low,0.332921418
1731,low,0.300947573
1732,low,0.13422849
1733,low,0.28033315
1734,low,0.355083293
1735,low,0.100266904
1736,low,0.30190351
1737,low,0.204652649
1738,low,0.253854397
1739,low,0.2384438
1740,low,0.310381596
1741,low,0.253108949
1742,low,0.120949345
1743,low,0.328816765
1744,low,0.191224087
1745,low,0.236264932
1746,low,0.138792647
1747,low,0.350929738
1748,low,0.336173536
1749,low,0.167094248
1750,low,0.295492566
1751,low,0.331107256
1752,low,0.36836144
1753,low,0.211315831
1754,low,0.335276478
1755,low,0.366925865
1756,low,0.375651536
1757,low,0.122205571
1758,low,0.225999004
1759,low,0.111492251
1760,low,0.233806273
1761,low,0.155204347
1762,low,0.33178165
1763,low,0.299730638
1764,low,0.114502149
1765,low,0.155815572
1766,low,0.296414937
1767,low,0.146981243
1768,low,0.395986722
1769,low,0.177113916
1770,low,0.108478644
1771,low,0.198827066
1772,low,0.34478467
1773,low,0.3087929
1774,low,0.128503645
1775,low,0.237624188
1776,low,0.242351837
1777,low,0.360061668
1778,low,0.315209752
1779,low,0.344472243
1780,low,0.37589774
1781,low,0.317629016
1782,low,0.355306195
1783,low,0.169463757
1784,low,0.354701506
1785,low,0.173165859
1786,low,0.267816612
1787,low,0.224597278
1788,low,0.274861864
1789,low,0.116382282
1790,low,0.132258293
1791,low,0.207946346
1792,low,0.114808837
1793,low,0.392796658
1794,low,0.367937343
1795,low,0.310171025
1796,low,0.329596861
1797,low,0.171067759
1798,low,0.258934181
1799,low,0.399644118
1800,low,0.185823698
1801,low,0.280939905
1802,low,0.278717374
1803,low,0.126136717
1804,low,0.177243339
1805,low,0.161588492
1806,low,0.140323551
1807,low,0.129879922
1808,low,0.214106612
1809,low,0.204637095
1810,low,0.320544584
1811,low,0.337970577
1812,low,0.265072573
1813,low,0.217898017
1814,low,0.165916322
1815,low,0.380734947
1816,low,0.118511834
1817,low,0.251849907
1818,low,0.177247624
1819,low,0.3936418
1820,low,0.132037801
1821,low,0.182559938
1822,low,0.225273681
1823,low,0.349325874
1824,low,0.112499347
1825,low,0.119688266
1826,low,0.349034729
1827,low,0.171709009
1828,low,0.366719225
1829,low,0.313615028
1830,low,0.270484146
1831,low,0.357121537
1832,low,0.197229062
1833,low,0.100964301
1834,low,0.370855864
1835,low,0.17395297
1836,low,0.155710582
1837,low,0.159381793
1838,low,0.169147571
1839,low,0.177621144
1840,low,0.153477694
1841,low,0.147166284
1842,low,0.215339395
1843,low,0.213319237
1844,low,0.334510782
1845,low,0.219674269
1846,low,0.257221708
1847,low,0.323533431
1848,low,0.318012097
1849,low,0.263486701
1850,low,0.332635503
1851,low,0.126263405
1852,low,0.145073578
1853,low,0.196825243
1854,low,0.15362415
1855,low,0.162903408
1856,low,0.234047142
1857,low,0.327348785
1858,low,0.2581218
1859,low,0.385819177
1860,low,0.102689888
1861,low,0.272872067
1862,low,0.219143482
1863,low,0.286540839
1864,low,0.155118033
1865,low,0.176343706
1866,low,0.102467572
1867,low,0.137034541
1868,low,0.303845341
1869,low,0.178577037
1870,low,0.19920248
1880,low,0.137004536
1881,low,0.229382396
1885,low,0.168745696
1887,low,0.150160443
1892,low,0.206937483
1893,low,0.339815298
1894,low,0.245437628
1900,low,0.264000367
1902,low,0.187752251
1903,low,0.227654857
1906,low,0.250144337
1907,low,0.195474306
1909,low,0.363989316
1910,low,0.35542659
1916,low,0.189754838
1920,low,0.309081665
2218,low,0.385460389
2227,low,0.214533469
2248,low,0.321242295
2251,low,0.274691276
2257,low,0.301519722
2267,low,0.193163751
2271,low,0.212904275
2274,low,0.121813501
2276,low,0.205892041
2282,low,0.163075645
2283,low,0.346573577
2285,low,0.15718864
2286,low,0.156992831
2289,low,0.263240137
2291,low,0.262438009
2294,low,0.139706352
2296,low,0.339531478
2303,low,0.257007912
2305,low,0.332262233
2311,low,0.353544701
2315,low,0.295359635
2317,low,0.342322962
2318,low,0.103530512
2326,low,0.181988259
2327,low,0.152514774
2328,low,0.145866069
2331,low,0.29083765
2332,low,0.318932344
2333,low,0.31244992
2335,low,0.138278723
2336,low,0.154973993
2337,low,0.149852501
2338,low,0.379809503
2340,low,0.280031769
2343,low,0.372443256
2345,low,0.130087013
2346,low,0.386502327
2348,low,0.339365577
2355,low,0.214270745
2360,low,0.244873525
2364,low,0.188235136
2366,low,0.311929527
2369,low,0.35105007
2381,low,0.201930209
2385,low,0.169278002
2386,low,0.334451118
2387,low,0.295784948
2389,low,0.156322853
2395,low,0.226685187
2399,low,0.147877134
2400,low,0.379531375
2401,low,0.317043103
2402,low,0.350622478
2403,low,0.218500918
2404,low,0.27095584
2405,low,0.335032449
2406,low,0.293807003
2407,low,0.171224924
2408,low,0.112883217
2409,low,0.251001908
2410,low,0.166082939
2411,low,0.107059816
2412,low,0.173692444
2413,low,0.220758181
2414,low,0.36589933
2415,low,0.348428791
2416,low,0.156844194
2417,low,0.10398287
2418,low,0.259783116
2419,low,0.249086571
2420,low,0.316513609
2421,low,0.133295476
2422,low,0.246470245
2423,low,0.18778727
2424,low,0.37079553
2425,low,0.349107524
2426,low,0.284756578
2427,low,0.150451183
2428,low,0.231191419
2429,low,0.134208297
2430,low,0.279312285
2431,low,0.302733944
2432,low,0.399910326
2433,low,0.24426463
2434,low,0.183447394
2435,low,0.313924622
2436,low,0.3080178
2437,low,0.281195486
2438,low,0.385245313
2439,low,0.301667161
2440,low,0.274754616
2441,low,0.185838481
2442,low,0.105090419
2443,low,0.152969916
2444,low,0.143472134
2445,low,0.174299546
2446,low,0.168807758
2447,low,0.274216775
2448,low,0.185395145
2449,low,0.329459953
2450,low,0.371876778
2451,low,0.114536865
2452,low,0.204979373
2453,low,0.295382822
2454,low,0.132700314
2455,low,0.249087987
2456,low,0.252193749
2457,low,0.185858069
2458,low,0.115566641
2459,low,0.368917569
2460,low,0.186052574
2461,low,0.106233009
2462,low,0.165353591
2463,low,0.27177961
2464,low,0.218996813
2465,low,0.329638846
2466,low,0.331516252
2467,low,0.226832882
2468,low,0.275740038
2469,low,0.27721722
2470,low,0.119771331
2471,low,0.268112858
2472,low,0.329661456
2473,low,0.289772165
2474,low,0.344564238
2475,low,0.123933141
2476,low,0.341130491
2477,low,0.379780871
2478,low,0.317420268
2479,low,0.382215729
2480,low,0.133903203
2481,low,0.225150409
2482,low,0.11672823
2483,low,0.133796453
2484,low,0.267542783
2485,low,0.110573776
2486,low,0.191774573
2487,low,0.294788406
2488,low,0.360949869
2489,low,0.270731231
2490,low,0.147143287
2491,low,0.138970423
2492,low,0.322962513
2493,low,0.272759977
2494,low,0.288955838
2495,low,0.191065193
2496,low,0.279708433
2497,low,0.20138185
2498,low,0.391720169
2499,low,0.232882922
2500,low,0.315186081
2501,low,0.173328403
2502,low,0.175779937
2503,low,0.174655479
2504,low,0.309828902
2505,low,0.232209558
2506,low,0.256878264
2507,low,0.20902253
2508,low,0.316821525
2509,low,0.210359761
2510,low,0.189760281
2511,low,0.179524287
2512,low,0.269422463
2513,low,0.367022121
2514,low,0.334311119
2515,low,0.160043754
2516,low,0.314594284
2517,low,0.242338298
2518,low,0.180475271
2519,low,0.196978913
2520,low,0.396683621
2521,low,0.167698172
2522,low,0.39265232
2523,low,0.195538713
2524,low,0.118007183
2525,low,0.14251573
2526,low,0.236552898
2527,low,0.17435685
2528,low,0.162669677
2529,low,0.393258456
2530,low,0.128639744
2531,low,0.14009714
2532,low,0.192805369
2533,low,0.352887294
2534,low,0.375942644
2535,low,0.129099925
2536,low,0.220117218
2537,low,0.333909797
2538,low,0.133668914
2539,low,0.342566232
2540,low,0.207434361
2541,low,0.254624618
2542,low,0.319175052
2543,low,0.375277134
2544,low,0.380305265
2545,low,0.368067335
2546,low,0.314488848
2547,low,0.257883565
2548,low,0.193769154
2549,low,0.136673167
2550,low,0.228580332
2551,low,0.177669582
2552,low,0.310258904
2553,low,0.159655649
2554,low,0.114015841
2555,low,0.157557045
2556,low,0.126444248
2557,low,0.133642559
2558,low,0.219479283
2559,low,0.270017989
2560,low,0.38049063
2561,low,0.168835488
2562,low,0.100875028
2563,low,0.382085336
2564,low,0.28693604
2565,low,0.169772093
2566,low,0.198836138
2567,low,0.355611383
2568,low,0.268216629
2569,low,0.150415024
2570,low,0.367494478
2571,low,0.384638091
2572,low,0.158352407
2573,low,0.286301212
2574,low,0.108962828
2575,low,0.378108825
2576,low,0.368792609
2577,low,0.104407135
2578,low,0.125507192
2579,low,0.128547174
2580,low,0.234275347
2581,low,0.339697309
2582,low,0.366175416
2583,low,0.28641753
2584,low,0.267003938
2585,low,0.324840499
2586,low,0.34259864
2587,low,0.21550071
2588,low,0.194620632
2589,low,0.342079077
2590,low,0.172967973
2591,low,0.208309381
2592,low,0.30133286
2593,low,0.317816033
2594,low,0.128575843
2595,low,0.169745725
2596,low,0.365465181
2597,low,0.300640454
2598,low,0.260547834
2599,low,0.378376203
2600,low,0.231671138
2601,low,0.233551488
2602,low,0.32041068
2603,low,0.208087689
2604,low,0.11840865
2605,low,0.215170827
2606,low,0.269909325
2607,low,0.383383587
2608,low,0.257891927
2609,low,0.27738426
2610,low,0.332316252
2611,low,0.240539433
2612,low,0.272636096
2613,low,0.155276547
2614,low,0.122434055
2615,low,0.270211
2616,low,0.150595531
2617,low,0.122268837
2618,low,0.152774467
2619,low,0.230548701
2620,low,0.327183164
2621,low,0.390594597
2622,low,0.161801911
2623,low,0.247385283
2624,low,0.155107214
2625,low,0.277550334
2626,low,0.212535843
2627,low,0.246383913
2628,low,0.137603655
2629,low,0.257673799
2630,low,0.243926562
2631,low,0.166310396
2632,low,0.291970232
2633,low,0.234960126
2634,low,0.120679757
2635,low,0.286522965
2636,low,0.39019169
2637,low,0.388413681
2638,low,0.332205907
2639,low,0.287680167
2640,low,0.231430978
2641,low,0.16879579
2642,low,0.174484789
2643,low,0.24748127
2644,low,0.104895092
2645,low,0.230918972
2646,low,0.215619167
2647,low,0.24136903
2648,low,0.207073974
2649,low,0.129366628
2650,low,0.336846061
2651,low,0.208100909
2652,low,0.198761721
2653,low,0.195707006
2654,low,0.173861814
2655,low,0.363783107
2656,low,0.176482311
2657,low,0.340309405
2658,low,0.101834716
2659,low,0.381749623
2660,low,0.213056946
2661,low,0.358494353
2662,low,0.373063268
2663,low,0.216257885
2664,low,0.237214062
2665,low,0.215272017
2666,low,0.366035071
2667,low,0.243567528
2668,low,0.3319503
2669,low,0.149376506
2670,low,0.107776712
2671,low,0.37769708
2672,low,0.142285379
2673,low,0.326972509
2674,low,0.337102869
2675,low,0.345455871
2676,low,0.149665115
2677,low,0.172282704
2678,low,0.313631905
2679,low,0.376653959
2680,low,0.297853987
2681,low,0.122108022
2682,low,0.232508393
2683,low,0.223620453
2684,low,0.210416717
2685,low,0.284863658
2686,low,0.294232504
2687,low,0.389916069
2688,low,0.249889308
2689,low,0.191679114
2690,low,0.382542635
2691,low,0.196086388
2692,low,0.178221703
2693,low,0.219067203
2694,low,0.18446691
2695,low,0.270818303
2696,low,0.135477607
2697,low,0.312944895
2698,low,0.179166528
2699,low,0.365271801
2700,low,0.357170362
2701,low,0.343876371
2702,low,0.201004927
2703,low,0.347764129
2704,low,0.257323652
2705,low,0.343889955
2706,low,0.262877615
2707,low,0.366355418
2708,low,0.307333104
2709,low,0.228417916
2710,low,0.192619669
2711,low,0.222670066
2712,low,0.300933194
2713,low,0.200470654
2714,low,0.257023195
2715,low,0.166971097
2716,low,0.38749065
2717,low,0.117116779
2718,low,0.301062784
2719,low,0.112752356
2720,low,0.127567751
2721,low,0.290620661
2722,low,0.230404042
2723,low,0.117997016
2724,low,0.253174451
2725,low,0.262499616
2726,low,0.217198714
2727,low,0.216821447
2728,low,0.139316712
2729,low,0.183063873
2730,low,0.294239828
2731,low,0.203108773
2732,low,0.100234209
2733,low,0.265872442
2734,low,0.384985215
2735,low,0.173703802
2736,low,0.364912214
2737,low,0.185598109
2738,low,0.26030986
2739,low,0.199686646
2740,low,0.365414972
2741,low,0.196407335
2742,low,0.186457824
2743,low,0.219307552
2744,low,0.149688312
2745,low,0.163882945
2746,low,0.358702726
2747,low,0.201816411
2748,low,0.353296172
2749,low,0.30264026
2750,low,0.259262125
2751,low,0.33062424
2752,low,0.221491016
2753,low,0.291707594
2754,low,0.216885004
2755,low,0.397491412
2756,low,0.285717725
2757,low,0.329782217
2758,low,0.356362344
2759,low,0.222342048
2760,low,0.284473589
2761,low,0.376437201
2762,low,0.176613293
2763,low,0.114753261
2764,low,0.174697054
2765,low,0.224306265
2766,low,0.328345049
2767,low,0.245023414
2768,low,0.109998758
2769,low,0.337393763
2770,low,0.210038492
2771,low,0.192761905
2772,low,0.301653894
2773,low,0.228896718
2774,low,0.172590297
2775,low,0.184382884
2776,low,0.390074707
2777,low,0.368501451
2778,low,0.330459484
2779,low,0.309866596
2780,low,0.177075388
2781,low,0.246887829
2782,low,0.123089824
2783,low,0.30702883
2784,low,0.115345435
2785,low,0.165997652
2786,low,0.234998341
2787,low,0.235088059
2788,low,0.123031903
2789,low,0.327305378
2790,low,0.31476179
2791,low,0.168950096
2792,low,0.338272214
2793,low,0.33100516
2794,low,0.168533466
2795,low,0.281968278
2796,low,0.230339515
2797,low,0.32758102
2798,low,0.390114528
2799,low,0.318742074
2800,low,0.198308964
2801,low,0.137649425
2802,low,0.358330146
2803,low,0.368398512
2804,low,0.194513819
2805,low,0.299668838
2806,low,0.287075796
2807,low,0.308030526
2808,low,0.363089773
2809,low,0.176844894
2810,low,0.284383336
2811,low,0.202934684
2812,low,0.31535206
2813,low,0.379344018
2814,low,0.382503326
2815,low,0.215975908
2816,low,0.233157843
2817,low,0.20679175
2818,low,0.255189701
2819,low,0.207068887
2820,low,0.363345413
2821,low,0.170787866
2822,low,0.27580639
2823,low,0.380066749
2824,low,0.399804745
2825,low,0.398206458
2826,low,0.32436546
2827,low,0.324319307
2828,low,0.328403442
2829,low,0.245909051
2830,low,0.264101762
2831,low,0.327119797
2832,low,0.238335052
2833,low,0.206848287
2834,low,0.364334674
2835,low,0.226483997
2836,low,0.262156453
2837,low,0.324350774
2838,low,0.328697969
2839,low,0.370479151
2840,low,0.365291606
2841,low,0.398204823
2842,low,0.37939142
2843,low,0.134815677
2844,low,0.181688432
2845,low,0.165113845
2846,low,0.222535806
2847,low,0.280682759
2848,low,0.226329751
2849,low,0.2053085
2850,low,0.369926488
2851,low,0.20473747
2852,low,0.129899933
2853,low,0.23221174
2854,low,0.288530368
2855,low,0.300499813
2856,low,0.391747301
2857,low,0.3789944
2858,low,0.18219629
2859,low,0.293601505
2860,low,0.294777116
2861,low,0.210070883
2862,low,0.230368746
2863,low,0.376884961
2864,low,0.222531579
2865,low,0.144309401
2866,low,0.13080792
2867,low,0.326748876
2868,low,0.230861673
2869,low,0.381576527
2871,low,0.24939517
2872,low,0.288772163
2873,low,0.269379859
2879,low,0.220317885
2881,low,0.140495023
2882,low,0.171898627
2883,low,0.359070616
2884,low,0.229189633
2886,low,0.124559054
2888,low,0.322982438
2889,low,0.347166645
2893,low,0.37031332
2895,low,0.290857254
2896,low,0.325792748
2898,low,0.374861073
2899,low,0.332179953
2900,low,0.337755963
2901,low,0.203268397
2903,low,0.26079561
2904,low,0.352645744
2905,low,0.249778105
2908,low,0.364705988
2909,low,0.24766917
2910,low,0.257010801
2911,low,0.217196947
2913,low,0.197687517
2914,low,0.228106797
2915,low,0.286178323
2918,low,0.224082283
2922,low,0.348685389
2923,low,0.201925178
2925,low,0.253295217
2926,low,0.265593927
2927,low,0.217700647
2929,low,0.245913025
2930,low,0.151296656
2931,low,0.261060871
2932,low,0.263151263
2933,low,0.175326524
2934,low,0.240781497
2935,low,0.364070053
2936,low,0.378294298
2937,low,0.223309925
2938,low,0.225303649
2939,low,0.391435405
2940,low,0.330987848
2941,low,0.189684623
2942,low,0.39077548
2943,low,0.228611483
2944,low,0.109440397
2945,low,0.150320127
2946,low,0.326157989
2947,low,0.178132506
2948,low,0.371737905
2949,low,0.354459262
